"IOBS","City","Month","Visit","Segment","Make","Model","Model_Yr","Stock_Status","Dealer_Price","Rec_Bank_1","Rec_Bank_2","Rec_Bank_3","Loan_Tenure_Yrs_1","Loan_Tenure_Yrs_2","Loan_Tenure_Yrs_3","Interest_Rate_1","Interest_Rate_2","Interest_Rate_3","Max_Loan_Perc_1","Max_Loan_Perc_2","Max_Loan_Perc_3","Downpayment_Perc_1","Downpayment_Perc_2","Downpayment_Perc_3","Opt_Finance_100_1","Opt_Finance_100_2","Reduced_Downpayment_1","Reduced_Downpayment_2","Reduced_Downpayment_3","Markup_Increase_Perc","Processing_Fees_AED_1","Processing_Fees_AED_2","Processing_Fees_AED_3","Direct_Bank_Interaction_1","Direct_Bank_Interaction_2","In_House_Processing_1","In_House_Processing_2","Sales_Exec_Manages_Process_1","Sales_Exec_Manages_Process_2","Team_Size_Internal_1","Team_Size_Internal_2","Team_Size_Internal_3","Loan_Approval_Days_1","Loan_Approval_Days_2","Loan_Approval_Days_3","Loan_Approval_Days_4","Loan_Approval_Days_5","Loan_Approval_Days_6","Loan_Approval_Days_7","Loan_Approval_Days_8","Loan_Approval_Days_9","Loan_Approval_Days_10","Lease_Company_Name_1","Lease_Company_Name_2","Lease_Company_Name_3","Lease_Company_Name_4","Lease_Rate_AED","Lease_Downpayment_AED","Lease_Service_Incl_1","Lease_Service_Incl_2","Lease_Insurance_Incl_1","Lease_Insurance_Incl_2","Lease_Charges_KM_AED_1","Lease_Charges_KM_AED_2","F_I_Rep_Confirm_1","F_I_Rep_Confirm_2","GAP_Finance_1","GAP_Finance_2","GAP_Vehicle_Replace_1","GAP_Vehicle_Replace_2","GAP_RTI_1","GAP_RTI_2","GAP_Brochure_1","GAP_Brochure_2","Pricing_GAP_1","Pricing_GAP_2","Pricing_Vehicle_Replace","Pricing_RTI","Tenure_Vehicle_Replace_1","Tenure_Vehicle_Replace_2","Tenure_Vehicle_Replace_3","Tenure_GAP_1","Tenure_GAP_2","Tenure_GAP_3","Tenure_RTI_1","Tenure_RTI_2","Tenure_RTI_3","Smart_Repair_YN_1","Smart_Repair_YN_2","Smart_Repair_Brochure_1","Smart_Repair_Brochure_2","Smart_Care_Plan","Voucher_Offers_Qty","Offers_Valid_Yrs_1","Offers_Valid_Yrs_2","Offers_Valid_Yrs_3","Ins_Company_1","Ins_Company_2","Ins_Company_3","Isl_Insurance_YN_1","Isl_Insurance_YN_2","Insurance_Rate_Perc_1","Insurance_Rate_Perc_2","Insurance_Rate_Perc_3","Insurance_Amt_AED_1","Insurance_Amt_AED_2","Insurance_Amt_AED_3","GCC_Coverage_1","GCC_Coverage_2","Oman_Card_1","Oman_Card_2","Vehicle_Hire_1","Vehicle_Hire_2","Excess_Payable_AED_1","Excess_Payable_AED_2","Excess_Payable_AED_3","Agency_Repair_Yrs_1","Agency_Repair_Yrs_2","Agency_Repair_If_Yes_Yrs_1","Agency_Repair_If_Yes_Yrs_2","Agency_Repair_If_Yes_Yrs_3","Agency_Repair_If_Yes_Yrs_4","Agency_Repair_If_Yes_Yrs_5","Contact_Accident_1","Contact_Accident_2","Claims_In_House_1","Claims_In_House_2","Dealership_Renewal_1","Dealership_Renewal_2","In_House_Renewal_Team_1","In_House_Renewal_Team_2","Shariah_Comp_Provider_1","Shariah_Comp_Provider_2","Insurance_Financeable_1","Insurance_Financeable_2","BAN3_1_1","BAN3_1_2","BAN3_1_3","BAN3_1_4","BAN3_1_5","BAN3_1_6","BAN3_1_7","BAN3_1_8","BAN3_1_9","BAN3_2_1","BAN3_2_2","BAN3_2_3","BAN3_2_4","BAN3_2_5","BAN3_2_6","BAN3_2_7","BAN3_2_8","BAN3_2_9","BAN3_3_1","BAN3_3_2","BAN3_3_3","BAN3_3_4","BAN3_3_5","BAN3_3_6","BAN3_3_7","BAN3_3_8","BAN3_3_9","BAN3_4_1","BAN3_4_2","BAN3_4_3","BAN3_4_4","BAN3_4_5","BAN3_4_6","BAN3_4_7"
65,1,3,2,5,6,1,2,1,269000.0000,5,1,3,3,3,3,0.0349,0.0319,0.0375,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4083.0000,58369.0000,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1, , ,5371.0000, ,0,0,1, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0250, , ,7094.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,
66,1,3,2,2,6,11,1,2,76900.0000,5,1,3,3,3,3,0.0299,0.0319,0.0375,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1141.0000,14530.0000,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1, , ,2069.0000, ,0,0,1, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0600, , ,4725.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , ,
67,1,4,1,1,6,9,2,1,138900.0000,5,3,6,3,3,3,0.0389,0.0450,0.0390,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,1,1,0.0350,0.0350, ,4861.0000,4861.0000, ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
68,1,4,1,5,1,5,2,1,250000.0000,5,3,2,3,3,3,0.0279,0.0245,0.0280,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1,0.0500,0.0500,0.0500,20.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , , , ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0399, , ,9975.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,
69,1,4,1,3,1,6,3,1,113000.0000,5,3,2,3,3,3,0.0280,0.0245,0.0280,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1,0.0500,0.0500,0.0500,20.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , , , ,0,1,0, , , , , , ,0,1,0,1, , , , , ,10, , ,0,1,0.0390, , ,4407.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0, , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,0,0, , , , , , , ,
70,1,4,1,1,3,3,2,1,124900.0000,3,4, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,1,0,0.0000,0.0000, ,25.0000,0.0100,0.0100,0.0100,0,1,1,0,0,1, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,2714.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,1,1,0.0399,0.0399, ,4984.0000,4984.0000, ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
71,1,4,1,1,4,7,2,1,114999.0000,5,3,1,3,3,3,0.0349,0.0375,0.0299,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,1,0,0.0000,0.0000,0.0000,20.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,9.0000,0,0,1,15, , ,0,1,0.0280, , ,3220.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
72,1,4,1,3,4,10,3,1,121999.0000,1,5, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,1,0,0.0000,0.0000, ,25.0000,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,9.0000,0,0,1,10, , ,0,1,0.0280,0.0280, ,3436.0000,3436.0000, ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,0,0, , , , , , , ,
73,1,4,1,2,5,8,3,1,88200.0000,1,5, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,1,0,0.0000,0.0000, ,25.0000,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,0,1,0,1, , , , , ,10, , ,1,0,0.0000, , ,3087.0000, , ,0,1,0,1,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0, , , , , , , , , ,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , ,
74,1,4,1,5,6,1,2,1,269000.0000,5,1, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,4612.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0215, , ,5899.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,
75,1,4,1,2,6,11,1,2,78000.0000,5,1, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,1630.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,1,1,0.0500,0.0500, ,3941.0000,3941.0000, ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , ,
76,1,4,1,3,6,4,2,1,152900.0000,5,3,6,3,3,3,0.0389,0.0450,0.0390,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,5500.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,1,1,0.0320,0.0320, ,4893.0000,4893.0000, ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0, , , , , , , ,
77,1,4,1,2,2,2,3,1,86900.0000,1,5, ,3,3,3,0.0126,0.0126, ,0.8000,0.8000, ,0.2000,0.2000, ,1,0,0.0000,0.0000, , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2320.0000,0.0000,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , ,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,
78,1,4,1,1,7,12,2,1,123500.0000,3,4, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1,0.0000,0.0000, ,20.0000,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1570.0000,0.0000,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0000, , ,3700.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
79,1,4,1,2,7,13,2,1,76000.0000,3,4, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1,0.0000,0.0000, ,20.0000,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,1,0,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0000, , ,2700.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , ,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,
80,1,4,1,3,7,14,2,1,124000.0000,5,3, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,1, , ,3720.0000, ,1,0,0,1,0,0, , , ,1,0,0,1,1, ,0,1,0,18, , ,1,0,0.0375, , ,4092.0000, , ,0,1,1,0,1,0,1100.0000, , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0, , , , , , , ,
81,1,4,1,5,7,15,2,1,319500.0000,5,3, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , , , ,0,1,1,0,1,0,0,1,0,1, , ,5350.0000, ,1,0,0,1,0,0, , , ,1,0,0,1,1, ,0,1,0,18, , ,1,0,0.0180,0.0180, ,5350.0000,5350.0000, ,0,1,1,0,1,0,1500.0000, , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,
82,1,4,2,1,6,9,2,1,138900.0000,1,5,3,3,3,3,0.0349,0.0389,0.0450,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,5000.0000, ,1,0,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0430, , ,5987.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
83,1,4,2,5,1,5,2,1,238200.0000,5, , ,3, , ,0.0279, , ,0.8000, , ,0.2000, , ,0,1, , , , ,0.0100, , ,1,0,0,1,0,1, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,5700.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0000, , , , , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,
84,1,4,2,3,1,6,3,1,107630.0000,5, , ,3, , ,0.0280, , ,0.8000, , ,0.2000, , ,0,1,0.1500, , , ,0.0100, , ,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,2346.0000, ,0,1,0, , , , , , ,1,0,0,1,1, ,0,1,0,10, , ,0,1,0.0400, , ,4500.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0, , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,0,0, , , , , , , ,
85,1,4,2,1,3,3,2,1,135900.0000,5, , ,3, , ,0.0299, , ,0.8000, , ,0.2000, , ,1,0,0.0000, , ,25.0000,0.0100, , ,0,1,1,0,0,1, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,2714.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0400, , ,5200.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
86,1,4,2,1,4,7,2,1,114999.0000,3,5,1,3,3,3,0.0389,0.0349,0.0349,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,1,0,0.0000,0.0000,0.0000,20.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,9.0000,0,0,1,15, , ,0,1,0.0290, , ,3381.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
87,1,4,2,3,4,10,3,1,121999.0000,3,5,1,3,3,3,0.0389,0.0349,0.0349,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,1,0,0.0000,0.0000,0.0000,25.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,9.0000,0,0,1,10, , ,0,1,0.0290, , ,3587.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,0,0, , , , , , , ,
88,1,4,2,2,5,8,3,1,90300.0000,3,4,5,3,3,3,0.0359,0.0325,0.0299,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,1,0,0.0000,0.0000,0.0000,25.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,0,1,0,1, , , , , ,10, , ,1,0,0.0000, , , , , ,0,1,0,1,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0, , , , , , , , , ,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , ,
89,1,4,2,5,6,1,2,1,269000.0000,3,1, ,3,3, ,0.0299,0.0300, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , , , ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0360, , ,9985.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,
90,1,4,2,2,6,11,1,2,78000.0000,1,3,5,3,3,3,0.0299,0.0375,0.0299,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,1607.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0600, , ,4605.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , ,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , ,
91,1,4,2,3,6,4,2,1,155900.0000,3,5, ,3,3, ,0.0300,0.0389, ,0.8000,0.8000, ,0.2000,0.2000, ,0,1, , , , ,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,5700.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0400, , ,6271.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0, , , , , , , ,
92,1,4,2,2,2,2,3,1,88400.0000,5, , ,3, , ,0.0103, , ,0.8000, , ,0.2000, , ,1,0,0.0000, , ,25.0000,0.0100, , ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1868.0000,3736.0000,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1, , , , , , , , , , , , , ,0,1,0,1, , , , , ,16, , ,0,1,0.0520, , ,4500.0000, , ,0,1,1,0,1,0, , , ,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , ,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,
93,1,4,2,1,7,12,2,1,123500.0000,5,3,4,3,3,3,0.0299,0.0299,0.0299,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1,0.0000,0.0000,0.0000,20.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1570.0000,0.0000,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0330, , ,4067.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
94,1,4,2,2,7,13,2,1,76000.0000,5,4,3,3,3,3,0.0299,0.0299,0.0299,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1,0.0000,0.0000,0.0000,20.0000,0.0100,0.0100, ,0,1,0,1,1,0, , , ,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,1,0,0,1,0,1,0,1, , , , , , , , , , , , , ,1,0,0,1, , , , , ,10, , ,0,1,0.0280, , ,2100.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , ,1,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,
95,1,4,2,3,7,14,2,1,133000.0000,5,3, ,3,3, ,0.0299,0.0299, ,0.8000,0.8000, ,0.2000,0.2000, ,1,0,0.0000,0.0000,0.0000,25.0000,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , , , ,1,0,1,0,0,1,0,1,0,1, , , , , , , ,1,0,0, , , ,1,0,0,1,1, ,0,1,0,18, , ,1,0,0.0220, , ,2859.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0, , , , , , , ,
96,1,4,2,5,7,15,3,1,339900.0000,5, , ,3, , ,0.0299, , ,0.8000, , ,0.2000, , ,0,1, , , , ,0.0100, , ,0,1,0,1,1,0, , , ,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , ,1,0,1,0,1,0,0,1,0,1, , ,6500.0000, ,1,0,0,1,0,0, , , ,1,0,0,1,1, ,0,1,0,18, , ,1,0,0.0230, , ,7800.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,
97,1,5,1,1,6,9,2,1,138900.0000,5, , ,3, , ,0.0420, , ,0.8000, , ,0.2000, , ,0,1, , , , ,0.0100, , ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,3736.0000, ,1,0,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,13, , ,0,1,0.0360, , ,4968.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , ,
98,1,5,1,5,1,5,2,1,238200.0000,5,3,1,3,3,3,0.0279,0.0245,0.0279,0.8000,0.8000,0.8000,0.2000,0.2000,0.2000,0,1, , , , ,0.0100,0.0100,0.0100,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,5500.0000, ,0,1,0, , , , , , ,1,0,0,1,1,6.0000,0,1,0,10, , ,0,1,0.0250, , ,6000.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,
99,1,5,1,3,1,6,3,1,107630.0000,5, , ,3, , ,0.0275, , ,0.8000, , ,0.2000, , ,0,1, , , , ,0.0100, , ,0,1,0,1,1,0, , , ,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1,0,0,1,1,0,0,1,0,1, , ,2504.0000, ,0,1,0, , , , , , ,1,0,0,1,1, ,0,1,0,10, , ,0,1,0.0260, , ,2730.0000, , ,0,1,1,0,1,0, , , ,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0, , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,0,0,0, , , , , , , ,
